id_household,id_person,is_worker,is_family,weekday,weekend_day,relationship_to_head,n_children_0_4,n_children_5_14,n_children_0_14,n_underage,n_adults_15_65,n_adults,n_time_reporters,n_workers,n_professionals,n_elderly,has_elderly,household_size,mean_age,has_children,in_couple,lives_with_partner,domestic_service,help_from_relatives,external_support,female,age,age_bracket,ses,education_level,in_education,employed,contracted_hours,usual_hours,work_days_per_week,quintile,macrozone,region,region_name,income_share,teleworks,work_schedule,employment_status,formality,cise,occupation_group,swb1,swb2,swb3,swb4,swb5,swb6,swb7,swb8,swb9,swb10,swb11,swb12,swb13,swb14,swb15,swb16,swb17,swb18,swb19,inc_main_job,inc_labor,inc_pension,inc_group,inc_household_total,inc_household_pc,inc_group_personal,inc_personal,household_income,inc_person_week,I,t_paid_work,t_care_essential,t_care_education_related,t_care_other,t_domestic_meals,t_domestic_cleaning,t_domestic_laundry,t_domestic_maintenance,t_domestic_admin,t_domestic_shopping,t_domestic_pets,t_voluntary_community,t_voluntary_households,t_personal_care,t_meals,t_sleep,t_education,t_leisure_social,t_leisure_hobbies,t_media_reading,t_media_video,t_media_audio,t_media_computer,t_commute_to,t_commute_ed,t_commute_cpaf_cp,t_commute_tdnr_admnhog,t_commute_tdnr_comphog,t_commute_tcnr_re,t_commute_tcnr_ce,t_commute_tcnr_oac,t_care_0_4,t_care_5_14,t_care_children_teens,t_care_15_65,t_care_66_plus,t_care_disability,tact_tto_ds,tact_tto_fds,tact_ted_ds,tact_ted_fds,tact_tcpaf_cp_ds,tact_tcpaf_cp_fds,tact_ttdnr_admnhog_ds,tact_ttdnr_admnhog_fds,tact_ttdnr_comphog_ds,tact_ttdnr_comphog_fds,tact_ttcnr_re_ds,tact_ttcnr_re_fds,tact_ttcnr_oac_health_ds,tact_ttcnr_oac_health_fds,tact_ttcnr_oac_work_ds,tact_ttcnr_oac_work_fds,tact_factor_sab,tact_factor_dom,tact_factor_ds,t_total,wage,savings,food,clothing,utilities,household_goods,health,transportation,communications,recreation,education_exp,restaurants,total_expenses
00011-1,00011-1-01,1,0,2,6,1,0,0,0,0,2,2,2,2,1,0,0,2,39.5,1,0,0,0,0,0,0,56,45-65,3,universitaria,0,1,40,8,5,5,metropolitana,7,Región Metropolitana de Santiago,0.7647058823529411,1,2,Ocupada(o),1,3,1,5,5,NA,3,NA,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,650,650,0,0,850,425,0,650,850,425,0,40,0,0,0,2.64,2.81,0.16,0,0.01,0.53,1.02,0,0,6.38,12.36,61.69000000000001,4.55,16.46,8.65,1.54,1.68,3.9,0.82,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,42.5,NA,NA,NA,NA,NA,NA,NA,0.46574519230769235,NA,NA,NA,NA,NA,NA,NA,1.1076923076923075,1.139710997783737,1.1177884615384617,168,16.25,94.38279753948196,76.25,14.99,91.84,41.44,51.54,82.29,39.29,68.63,23.84,65.5,555.617202460518
00011-1,00011-1-02,1,0,2,6,3,0,0,0,0,2,2,2,2,1,0,0,2,39.5,0,0,0,0,0,0,0,23,12-24,3,primaria,0,1,50,10,5,5,metropolitana,7,Región Metropolitana de Santiago,0.23529411764705882,0,4,Ocupada(o),1,3,2,3,2,NA,3,NA,1,85,2,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,150,200,0,0,0,0,0,200,850,425,0,50,0,0,0,5.18,4.42,6.16,0.27,8.13,0.68,0.31,0,0,8.74,8.36,35.23999999999999,0,20.65,3.7,0.19,3.44,0.66,10.18,1.5,0,0,0,0.19,0,0,0,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9201277955271566,0.9367574245832211,0.7180385288966725,168,4,29.040860781379067,23.46,4.61,28.26,12.75,15.86,25.32,12.09,21.12,7.34,20.15,170.95913921862092
00013-1,00013-1-01,0,0,4,6,1,0,0,0,0,1,1,1,0,0,0,0,1,53,0,0,0,0,0,0,0,53,45-65,1,primaria,0,0,0,0,0,1,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,2.37,0,0,0,0,0.3,0,0,5.9,11.51,79.61999999999999,0,2.4,0,1.2,34.22,1.8,21.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4845360824742266,1.411764705882353,1.5652173913043477,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00014-1,00014-1-01,1,1,4,6,1,0,2,2,2,2,2,2,1,0,0,0,4,19.5,1,1,1,0,0,0,0,37,25-44,2,secundaria,0,1,65,10,6,2,centro,11,Biobío,1,1,4,Ocupada(o),2,2,5,3,3,4,1,NA,85,1,1,1,2,2,NA,NA,NA,NA,NA,4,3,1,250,250,0,0,250,62.5,0,250,250,62.5,0,65,0,0.09,0,0.92,0.22,0.05,1.76,8.99,0.52,0.13,0,0,2.23,6.86,39.66999999999999,0,7.15,0,0.04,13.13,0.09,11.79,6.86,0,0,2.17,0.33,0,0,0,0,0.09,0.09,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8834355828220859,1.1295360579677904,0.8222222222222223,168,3.8461538461538463,-40.30601186394151,81.97,14.15,56.1,14.99,16.85,39.01,27.8,17.13,11.41,10.89,290.30601186394154
00016-1,00016-1-01,1,0,1,6,1,0,0,0,0,4,4,4,4,3,0,0,4,34.5,0,1,0,1,0,1,0,25,25-44,3,universitaria,0,1,40,8,5,5,metropolitana,7,Región Metropolitana de Santiago,0.6704545454545454,1,2,Ocupada(o),2,3,1,5,4,4,2,NA,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,450,2950,0,0,4400,1100,0,2950,4400,1100,0,40,0,0,0,5.35,1.01,0.41,0,1.04,0,0.99,0,0,2.31,4.62,47.49000000000001,0,14.41,7.54,0.07,24.25,0,18.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8445747800586509,1.2726563214697824,0.7058823529411765,168,73.75,1435.6024943075058,206.9,27.59,221.43,111.95,104.98,215.52,124.24,148.84,117.19,235.77,1514.3975056924942
00017-1,00017-1-01,1,0,3,6,1,0,0,0,0,2,3,3,3,0,1,0,3,60.333333333333336,1,0,0,0,0,0,0,76,66+,1,primaria,0,1,40,7,6,3,metropolitana,7,Región Metropolitana de Santiago,0.5774647887323944,0,2,Ocupada(o),1,3,3,4,4,85,2,NA,2,85,2,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,100,100,53.75,107.5,266.25,88.75,62.07746478873239,215.83,373.75,109.4424882629108,645000,40,0,0,0,1.23,0.35,2.95,0.01,0.07,0.47,1.7,0,0.33,12.78,6.33,36.96000000000001,0,3.37,1.98,0.1,32.7,18.42,0.35,7.68,0,0,0.02,0.2,0,0,0,0,0,0,0,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1285266457680252,1.0780412188355033,1.28,168,2.5,33.57618072568492,66.79,4.16,32.83,9.58,15.99,19.1,14.21,9.85,0.65,9.09,182.2538192743151
00018-1,00018-1-02,0,0,2,7,3,0,0,0,1,4,3,4,2,0,1,0,4,40.25,0,0,0,0,0,0,0,15,12-24,1,primaria,1,0,0,0,0,2,centro,11,Biobío,0.018475750577367205,0,NA,Inactiva(o),NA,NA,NA,4,4,85,NA,2,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,0.14780600461893764,4.15,224.5,54.16195150115473,16000,0,0,0,0,0.05,0.21,0.09,0,0,0,0.45,0,0,12.01,18.25,60.51999999999999,0,1.44,38.88,0.28,13.2,0.68,21.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2484707317278287,1.2,1.0909090909090908,168,NA,-0.23301884927028021,1.65,0.13,0.72,0.19,0.3,0.55,0.42,0.2,0.06,0.16,4.383018849270281
00018-1,00018-1-03,0,0,2,7,2,0,0,0,1,4,3,4,2,0,1,0,4,40.25,1,1,1,0,0,0,1,54,45-65,1,primaria,0,0,0,0,0,2,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,2,2,85,NA,NA,1,85,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,224.5,54.125,0,0,0.12,0,0,17.44,12.57,4.37,0,0,0.32,0.22,0,0.03,4.47,10.36,61.22,0,13.53,0,0,28.17,1.12,13.85,0,0,0,0,0.21,0,0,0,0,0,0,0,0.12,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0399968803213269,0.9504950495049505,1.1383399209486167,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00020-1,00020-1-02,1,0,4,7,3,0,1,1,1,2,3,2,2,2,1,0,4,40.25,0,1,1,1,0,1,1,41,25-44,2,universitaria,0,1,40,8,5,4,sur,14,Los Lagos,0.5442176870748299,0,2,Ocupada(o),1,3,1,4,4,4,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,3,2,1,200,200,0,0,0,0,87.0748299319728,287.07,527.5,113.6437074829932,0,40,5.43,0.08,0,2.92,4.38,0.8,0,1.63,2.25,0.69,0,0,11.61,9.3,48.35999999999999,0,22.93,0.35,0,1.49,0.07,9.62,1.47,0,0,0,1.3,3.32,0,0,0,9.02,9.02,0,0,0,40,NA,NA,NA,NA,NA,0.6546621998883304,NA,0.3273310999441652,NA,NA,NA,NA,NA,NA,NA,1.022724802832322,1.0140845070422535,0.7855946398659965,168.00000000000003,5,19.65414098573998,40.99,6.31,63.43,24.14,19.88,39.31,32.14,18.15,8.04,15.03,267.41585901426004
00022-1,00022-1-01,1,1,4,6,1,0,2,2,2,2,3,4,2,1,1,0,5,36.2,1,1,1,0,0,0,1,44,25-44,2,técnica,0,1,40,8,5,4,sur,16,Magallanes y la Antártica Chilena,0.375,0,2,Ocupada(o),1,4,3,5,5,5,2,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,150,150,0,250,400,80,93.75,243.75,650,98.75,1000000,40,0.55,0.33,0,11.24,3.16,0.45,0.22,0.09,0.13,2.27,9.03,0.15,5.04,10.67,52.94,0,10.14,0.22,0.36,3.53,0,13.95,3.43,0,0,0,0.1,0,0,0,0,0.88,0.88,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.935064935064935,1.1620202607022256,0.968421052631579,168,3.75,44.17502769454349,45,6.55,42.02,15.02,15.71,30.18,20.43,12.43,5.18,7.06,199.57497230545653
00022-1,00022-1-03,0,0,4,6,3,0,2,2,2,2,3,4,2,1,1,0,5,36.2,0,0,0,0,0,0,1,13,12-24,2,primaria,1,0,0,0,0,4,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Menor de 15 años,NA,NA,NA,4,4,4,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,650,80,0,0,0.04,0.15,0,0.09,0.7,0,0,0,0.01,6.36,0,0,6.95,5.93,57.05,40.51,11.75,0.48,0.31,13.1,0,21.29,0,3.27,0,0,0.01,0,0,0,0,0.19,0.19,0,0,0,NA,NA,34.285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2972972972972974,1.1091555398082855,0.9795918367346939,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00023-1,00023-1-01,1,0,5,7,1,0,0,0,0,2,2,2,2,2,0,0,2,27.5,0,1,1,1,0,1,0,28,25-44,3,universitaria,0,1,40,8,5,5,centro,11,Biobío,0.8860759493670886,0,2,Ocupada(o),1,3,1,4,4,NA,1,NA,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,1750,1750,0,0,1975,987.5,0,1750,1975,987.5,0,40,0,0,0,9.41,0.35,0.33,0.48,0,1.13,1.28,0,1.82,7.36,3.9,50.57999999999999,0,4.64,5.68,0.52,16.07,0,21.69,2.62,0,0,0,0.14,0,0,0,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0135168662227414,1.1302982731554159,1.0163934426229508,168,43.75,669.4142081700529,84.19,27.41,156.63,88.79,67.57,176.36,92.92,134,112.49,140.23,1080.585791829947
00023-1,00023-1-02,1,0,5,7,2,0,0,0,0,2,2,2,2,2,0,0,2,27.5,0,1,1,1,0,1,1,27,25-44,3,universitaria,0,1,44,8,5,5,centro,11,Biobío,0.11392405063291139,0,3,Ocupada(o),1,2,1,5,4,NA,2,NA,1,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,225,225,0,0,0,0,0,225,1975,987.5,0,44,0,0,0,6.83,0.81,0.08,0,0,0,2.2,0,4.54,4.44,6.42,48.540000000000006,0,9.22,7.27,2.39,15.12,0,13.82,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7748150667094249,1.2151898734177216,0.694560669456067,168.00000000000003,5.113636363636363,86.06754105043538,10.82,3.52,20.14,11.42,8.69,22.67,11.95,17.23,14.46,18.03,138.93245894956462
00024-1,00024-1-02,1,1,4,7,2,0,0,0,0,4,4,4,3,4,0,0,4,41.25,1,1,1,1,0,1,1,56,45-65,2,universitaria,0,1,40,8,5,5,centro,9,Maule,0.19047619047619047,0,2,Ocupada(o),1,4,1,4,3,4,1,NA,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,400,400,0,0,0,0,20,420,2205,530,0,40,0,0,0,5.08,1.01,0.17,0,0.02,0.36,1.33,0,0.03,16.9,11.23,57.68,0.1,4.68,2.63,5.61,8.74,1.44,5.82,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0880143134327456,1.3395348837209302,1.240875912408759,168.00000000000003,10,169.96627206905896,37.87,5.13,32.24,21.39,20.16,42.68,24.56,23.45,14.74,27.81,250.03372793094104
00024-1,00024-1-03,1,0,4,7,3,0,0,0,0,4,4,4,3,4,0,0,4,41.25,0,0,0,1,0,1,1,28,25-44,2,técnica,0,1,20,4,5,5,centro,9,Maule,0.09523809523809523,1,1,Ocupada(o),1,3,2,5,4,4,2,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,200,200,0,0,0,0,10,210,2205,527.5,0,20,0,0,0.01,11.97,3.38,0.35,0.35,2.96,0.02,14.64,2.92,0.26,8.16,9.44,57.00999999999999,0,11.29,9.35,1.34,7.67,2.29,4.53,0.01,0,0,0,0.05,0,0,0,0,0,0,0,0.01,0.01,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931671268597841,1.188118811881188,1.1406844106463878,168,10,84.98313603452948,18.94,2.56,16.12,10.7,10.08,21.34,12.28,11.73,7.37,13.91,125.01686396547052
00024-1,00024-1-04,0,0,4,7,3,0,0,0,0,4,4,4,3,4,0,0,4,41.25,0,0,0,1,0,1,1,23,12-24,2,técnica,1,0,0,0,0,5,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,1,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2205,525,0,0,0,0,0,0.69,0.58,0.2,0,0.02,0.06,11.77,0.16,0,9.6,17.27,57.63000000000001,10.47,15.24,0,5.12,10.19,6.25,22.65,0,0,0,0.02,0.08,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9940336336303172,1.0176678445229683,1.0212765957446808,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00027-1,00027-1-01,1,1,5,6,1,0,0,0,0,3,3,1,2,0,0,0,3,36.666666666666664,1,1,1,0,0,0,0,43,25-44,2,secundaria,0,1,48,8,6,4,norte,2,Tarapacá,0.7058823529411765,0,4,Ocupada(o),2,2,6,4,4,4,2,NA,85,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,150,300,0,0,425,141.66666666666666,0,300,425,141.66666666666666,0,48,0,0,0,0.01,0.13,0.08,12.77,0,0,1.06,0,0,5.02,12.46,57.36,0,5.94,0.56,4.19,7.87,0,7.08,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8416130917592052,1.123946300343428,0.8946322067594434,168,6.25,18.33688363051637,73.05,8.04,43.23,12.84,18.84,46.76,24.5,23.06,8.85,22.49,281.66311636948365
00029-1,00029-1-04,0,0,3,6,3,0,2,2,2,3,3,3,2,0,0,0,5,24.4,0,0,0,0,0,0,1,12,12-24,1,primaria,1,0,0,0,0,3,norte,3,Antofagasta,0,0,NA,Menor de 15 años,NA,NA,NA,4,4,4,NA,1,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,295,59,0,0,0,0,0,11.9,6.84,1.52,0,0,1.69,0.51,0,0,3.81,19.25,55.11000000000001,0,33.45,1.86,6.08,1.52,7.6,15.19,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.6724738675958186,NA,NA,NA,NA,NA,NA,NA,1.0827067669172932,0.9723160027008778,1.0034843205574913,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00030-1,00030-1-01,0,0,3,7,1,0,0,0,0,4,5,4,1,1,1,0,5,39.4,1,0,0,1,0,1,0,82,66+,2,secundaria,0,0,0,0,0,4,norte,5,Coquimbo,0.23012552301255232,0,NA,Inactiva(o),NA,NA,NA,4,4,85,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,68.75,247.5,298.75,59.75,56.95606694560669,125.71,546.25,71.14121338912133,1265000,0,0,0,0.02,24.3,0.39,0.37,0.18,0.02,1.7,2.91,0,0.3,10.68,22.8,65.86999999999999,0,3.7,0.11,0.38,31.4,0.1,0.15,0.09,0,0,0,2.53,0,0,0,0,0,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.2060301507537685,NA,NA,NA,NA,NA,NA,NA,1.3005317549212934,1.6179775280898876,1.4472361809045224,168,NA,14.797747739381688,35.43,2.17,15.46,5.76,8.15,13.99,10.2,6.03,5.65,8.07,110.9122522606183
00030-1,00030-1-03,0,0,3,7,8,0,0,0,0,4,5,4,1,1,1,0,5,39.4,0,0,0,1,0,1,1,25,25-44,2,secundaria,1,0,0,0,0,4,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,3,3,85,NA,1,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,546.25,59.75,0,0,0,0,0,0.49,0.35,0.57,0,0,0,14.83,0,0,15.36,19.85,48.23999999999999,18.56,10.05,3.44,3.44,9,1.05,22.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2413793103448276,1.062730627306273,1.1076923076923078,167.99999999999997,NA,0,0,0,0,0,0,0,0,0,0,0,0
00030-1,00030-1-05,0,0,3,7,8,0,0,0,0,4,5,4,1,1,1,0,5,39.4,0,0,0,1,0,1,1,18,12-24,2,secundaria,1,0,0,0,0,4,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,3,4,85,NA,2,2,85,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,546.25,59.75,0,0,0,0,0.04,0.09,1.1,0.86,0,0,0,1.58,0,0,18.17,17.64,58.34999999999999,3.17,9.88,3.91,3.79,7.58,3.56,38.28,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1464968152866242,1.1383399209486167,1.2676056338028168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
00031-1,00031-1-01,0,0,5,7,1,0,0,0,0,0,1,1,0,0,1,0,1,73,0,0,0,0,0,0,1,73,66+,2,primaria,0,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.5,103,51.5,51.5,103,154.5,154.5,154.5,618000,0,0,0,0,11.65,9.87,1.33,0,0,0.27,17.85,0,0,9.64,12.11,40.66,0,0.68,0,0.11,63.3,0,0.03,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.10948905109489052,NA,NA,NA,NA,NA,NA,NA,1.4495671431447552,1.3967022308438408,1.3138686131386863,168,NA,38.697876356873074,41.34,2.4,30.8,7.21,12.07,6.4,8.32,3.76,0.18,3.34,115.80212364312692
00032-1,00032-1-01,0,0,1,7,1,0,0,0,0,4,4,4,1,1,1,0,4,43.25,1,1,1,0,0,0,0,65,45-65,2,primaria,0,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,2,4,4,NA,NA,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,25,0,0,100,25,0,0,0,0,0,0.05,1.34,0,75.14,0.96,0.64,2.12,0,0,12.47,10.45,58.16,0,1.45,0,2.73,1.29,0,0.11,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.5429864253393665,NA,0.5429864253393665,NA,NA,NA,NA,NA,NA,NA,1.37473841782883,1.6,1.3031674208144797,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00032-1,00032-1-02,0,0,1,7,2,0,0,0,0,4,4,4,1,1,1,0,4,43.25,1,1,1,0,0,0,1,58,45-65,2,secundaria,0,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,3,1,85,NA,NA,2,85,1,2,3,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,17.21,16.44,5.23,0,0,0,2.21,0,0,25.02,7.56,50.91,0,3.19,13.63,4.03,15.22,0,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.099236641221374,1.25764192139738,1.180327868852459,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
00032-1,00032-1-03,1,0,1,7,3,0,0,0,0,4,4,4,1,1,1,0,4,43.25,0,0,0,0,0,0,1,31,25-44,2,universitaria,1,1,40,8,5,1,centro,10,Ñuble,1,0,2,Ocupada(o),1,2,1,5,5,5,2,2,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,0,0,0,0,100,100,25,0,40,0,0,0,2.48,4.22,0.63,0,0.78,0.21,4.26,0,0.4,13.84,11.39,45.95000000000001,0.82,20.23,1.66,8.76,7.78,0.07,3.34,1,0,0,0,0.18,0,0,0,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9525026997059934,1.3150684931506849,0.9431818181818183,168,2.5,-64.52447960589625,65.67,3.82,31.41,7.68,10.14,15.48,16.53,5.47,2.82,5.51,164.52447960589626
00035-1,00035-1-01,1,1,5,7,1,1,2,3,3,2,2,2,2,0,0,0,5,15.4,1,1,1,0,0,0,0,33,25-44,1,secundaria,0,1,48,8,6,2,metropolitana,7,Región Metropolitana de Santiago,0.5,0,4,Ocupada(o),2,2,3,4,4,5,2,NA,1,1,1,2,2,2,NA,NA,NA,NA,NA,1,1,1,100,100,0,0,200,40,0,100,200,40,0,48,2.23,0,0,2.75,0.01,0,0.58,0.2,0.73,0,0,0,3.88,7.35,41.04,24.73,13.8,0.01,0,0.21,0,17.7,4.17,0,0,0,0.61,0,0,0,2.23,0.05,2.23,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983033121389572,0.8089887640449438,0.79,168,2.0833333333333335,-46.81575140772605,46.82,6.14,33.22,7.63,7.78,17.52,11.4,7.75,2.41,6.15,146.81575140772605
00037-1,00037-1-01,1,1,1,6,1,1,0,1,1,3,3,2,3,2,1,0,4,38.25,1,1,1,0,0,0,0,59,45-65,2,técnica,0,1,45,8,5,4,metropolitana,7,Región Metropolitana de Santiago,0.34946236559139787,0,3,Ocupada(o),1,4,1,4,4,5,2,NA,2,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,162.5,162.5,0,40,505,126.25,13.978494623655916,176.48,505,119.74462365591398,160000,45,5.7,0,0,2.47,3.19,0.54,0.88,0.32,1,1.72,1.06,10.38,3.96,9.74,41.349999999999994,0,10.94,0.24,2.27,2.42,2.59,14.12,7.81,0,0,0,0.3,0,0,0,5.7,0.03,5.7,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963210702341137,0.9965844145409141,0.7813953488372093,168,3.611111111111111,1.5215145542483324,34.28,3.37,35.06,13.42,13,26,16.39,12.91,2.87,17.65,174.95848544575165
00037-1,00037-1-02,1,1,1,6,2,1,0,1,1,3,3,2,3,2,1,0,4,38.25,1,1,1,0,0,0,1,61,45-65,2,técnica,0,1,6,2,3,4,metropolitana,7,Región Metropolitana de Santiago,0.2741935483870968,0,1,Ocupada(o),2,4,1,5,4,4,2,NA,2,85,2,2,3,2,NA,NA,NA,NA,NA,1,1,1,102.5,127.5,0,0,0,0,10.96774193548387,138.47,505,118.99193548387098,0,6,15.09,0,0.08,16.62,15.89,9.33,0,0.42,0.33,10.38,5.5,5.23,6.79,5.55,40.459999999999994,0,14.22,0.21,1.85,8.71,0.38,4.04,0,0,0,0.63,0.29,0,0,0,15.18,0,15.18,1.51,0,1.51,NA,NA,NA,NA,NA,NA,0.31746031746031744,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8372093023255813,0.983532792417618,1.2698412698412698,168.00000000000003,21.25,1.1938037271794608,26.89,2.65,27.51,10.53,10.2,20.4,12.86,10.13,2.25,13.85,137.27619627282053
00039-1,00039-1-01,1,1,2,6,1,1,1,2,2,4,4,4,2,2,2,0,6,36.5,1,1,1,0,0,0,0,65,45-65,2,primaria,0,1,48,8,6,4,norte,2,Tarapacá,0.6643835616438356,0,4,Ocupada(o),1,3,5,5,4,4,3,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,117.5,117.5,125,250,365,60.833333333333336,166.0958904109589,408.6,615,88.51598173515981,1500000,48,0.39,0,0,0.35,0.9,0.01,0.27,0,0.27,5.69,0,0,5.82,13.03,50.77,0,7.58,0.06,0.06,25.26,0.23,6.12,3.12,0,0,0,0.07,0,0,0,0.33,0.06,0.39,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3980582524271843,1.3497863749436596,1.2589928057553958,167.99999999999997,2.4479166666666665,47.56574660221314,101.43,6.3,56.47,27.88,23.57,50.12,37.76,18.68,10.14,28.67,361.03425339778687
